country_of_origin,region,variety,processing_method,color,harvest_year,altitude_mean_meters,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points
Taiwan,"baihe dist., tainan city 臺南市白河區",Typica,Washed / Wet,Blue-Green,2013,600,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75
Thailand,thailand,NA,Washed / Wet,Green,2013,800,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75
Costa Rica,brunca,Catuai,Washed / Wet,Bluish-Green,2013,1100,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75
Mexico,"la concordia, chiapas",Typica,Washed / Wet,Green,2013,1400,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75
Mexico,chiapas,Bourbon,Washed / Wet,Green,2013,1022,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75
Mexico,chiapas,Bourbon,Washed / Wet,Green,2013,1300,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75
Mexico,zaragoza itundujia,Bourbon,Washed / Wet,None,2012,1450,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75
Mexico,pochutla,Typica,Washed / Wet,Green,2012,1050,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75
Guatemala,antigua,Bourbon,Washed / Wet,Green,2012,NA,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75
Mexico,tuxtla gutierrez,Typica,Washed / Wet,NA,2012,1100,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75
Guatemala,oriente,Bourbon,Washed / Wet,Green,2016,1219.2,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67
Thailand,thailand,NA,Washed / Wet,Blue-Green,2013,800,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67
Mexico,"la concordia, chiapas",Typica,Washed / Wet,Green,2013,1400,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67
Mexico,"tenango de doria, hidalgo",Caturra,Washed / Wet,None,2012,975,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67
Mexico,"coatepec, coatepec",Mundo Novo,Washed / Wet,NA,2012,1264,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67
Thailand,NA,Peaberry,NA,NA,NA,NA,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67
Mexico,tepetzingo,Typica,Washed / Wet,None,2012,1250,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58
Mexico,la concordia,Caturra,Washed / Wet,Green,2012,1550,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58
Colombia,huila,NA,NA,NA,4T/10,1800,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58
Guatemala,"chuva, san marcos",NA,NA,NA,2009/2010,1325.88,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58
Taiwan,nantou,Typica,Natural / Dry,NA,2014,700,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5
Colombia,cundinamarca,Caturra,Washed / Wet,Green,2013,1550,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5
Mexico,la concordia,Caturra,Washed / Wet,Green,2012,1550,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5
Mexico,"coatepec, coatepec",Typica,Washed / Wet,Bluish-Green,2012,1100,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1219.2,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42
Mexico,xicotepec de juarez,Typica,Washed / Wet,Green,2012,800,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42
Colombia,pereira,Caturra,Washed / Wet,Green,2013,1200,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33
Mexico,zentla,Typica,Washed / Wet,None,2012,950,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33
Mexico,zentla,Typica,Washed / Wet,Green,2012,750,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33
Taiwan,natou county,Typica,Washed / Wet,Blue-Green,2014,850,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25
Mexico,veracruz,Bourbon,Washed / Wet,Green,2012,1000,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25
Guatemala,santa rosa,Bourbon,Washed / Wet,Green,2017,1219.2,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17
Honduras,ocotepeque,Catuai,Washed / Wet,Green,2017,1650,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17
Guatemala,occidente,Bourbon,Washed / Wet,Green,2016,1320,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17
Guatemala,nuevo oriente,Catuai,Washed / Wet,Green,2015,1550,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17
Costa Rica,san rafael,Catuai,Washed / Wet,None,2012,NA,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1550,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17
Mexico,yajalon,Typica,Washed / Wet,Green,2012,1450,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17
Mexico,"pluma hidalogo, oaxaca",Typica,NA,NA,08/09 crop,1200,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17
Guatemala,san marcos,Bourbon,Washed / Wet,Green,2017,1700,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1500,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08
Mexico,tlacuilotepec,Mundo Novo,Washed / Wet,Green,2012,1100,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08
Mexico,talpa de allende,Typica,Washed / Wet,Bluish-Green,2012,1200,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79
Honduras,intibuca,Pacas,Washed / Wet,Green,2014,1350,7,7,7,7,7,7,10,10,10,7,79
Mexico,"iliatenco, guerrero",Mundo Novo,Natural / Dry,None,2012,1300,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79
Mexico,zaragoza itundujia,Typica,Semi-washed / Semi-pulped,Green,2012,1550,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79
Mexico,amatenango de la frontera,Typica,Washed / Wet,Green,2012,12,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79
Mexico,"la concordia, chiapas",Typica,Washed / Wet,Green,2013,1300,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1400,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92
United States (Hawaii),kona,NA,Natural / Dry,Green,2013,NA,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75
Mexico,veracruz,Typica,Washed / Wet,Green,2012,1320,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75
Mexico,veracruz,Typica,Semi-washed / Semi-pulped,None,2012,1250,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75
Mexico,"ohuapan, tlaltetela",Bourbon,Washed / Wet,NA,2012,1350,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75
Mexico,yecuatla,Caturra,Washed / Wet,None,2012,1150,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58
Taiwan,"dongshan dist., tainan city 臺南市東山區",Typica,Washed / Wet,Green,2013,800,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58
Mexico,tapachula,Typica,Washed / Wet,Green,2012,1400,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58
Mexico,cofradia de suchitlan,Typica,Washed / Wet,NA,2012,1300,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58
United States (Hawaii),kona,NA,NA,NA,NA,NA,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58
Mexico,"sierra, chiapas",Bourbon,Washed / Wet,Green,2014,1600,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5
Mexico,villa talea de castro,Typica,Washed / Wet,None,2012,1400,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5
Mexico,los angeles,Caturra,Washed / Wet,Green,2012,1200,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5
Brazil,monte carmelo,Catuai,Natural / Dry,Green,2014/2015,NA,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1500,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Bluish-Green,2014,NA,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,1310.64,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33
Mexico,"xochitonalco, huautla",Typica,Natural / Dry,Green,2012,1300,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2012,NA,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25
Mexico,cordoba,Typica,Washed / Wet,Green,2012,1050,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08
Taiwan,"台南市東山區( dongshan dist., tainan city)",Yellow Bourbon,Washed / Wet,Green,2016,650,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78
Honduras,intibuca,Pacas,Natural / Dry,Green,2014,1350,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78
Mexico,"motozintla, chiapas",Other,Washed / Wet,Green,2012,850,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78
Colombia,NA,NA,NA,Green,NA,NA,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78
Costa Rica,occidental,Caturra,Washed / Wet,Green,2014,1200,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92
Mexico,petatlan,Typica,Washed / Wet,Green,2012,1248,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,NA,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92
Brazil,NA,NA,Washed / Wet,NA,2014,NA,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83
Taiwan,"dongshan dist., tainan city 臺南市東山區",Typica,Washed / Wet,Bluish-Green,2012,775,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67
United States (Hawaii),kona,NA,Natural / Dry,Green,2013,NA,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1300,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42
Brazil,south of minas,Bourbon,Natural / Dry,Green,2017 / 2018,890,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33
Guatemala,oriente,Other,Washed / Wet,Green,2014,1219.2,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1500,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33
United States (Hawaii),kona,NA,Natural / Dry,Green,2013,NA,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25
Mexico,"motozintla, chiapas",Other,Washed / Wet,Green,2012,1200,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17
Mexico,"pluma hidalogo, oaxaca",Typica,NA,NA,08/09 crop,1200,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75
Guatemala,oriente,Bourbon,Washed / Wet,None,2012,NA,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1100,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,1310.64,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33
Guatemala,oriente,Bourbon,Washed / Wet,NA,2011/2012,NA,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25
United States (Hawaii),kona,NA,Natural / Dry,Bluish-Green,2013,NA,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1400,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17
Mexico,tepictla,Bourbon,Washed / Wet,Green,2012,1250,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08
Honduras,intibuca,Pacas,Natural / Dry,Green,2014,1350,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76
Brazil,monte carmelo,NA,Natural / Dry,Green,2017 / 2018,NA,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67
Guatemala,oriente,Bourbon,Washed / Wet,Green,2012,1310.64,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58
Guatemala,oriente,Bourbon,Washed / Wet,NA,2012,NA,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58
Mexico,tlacuilotepec,Pacamara,Washed / Wet,Green,2012,1100,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5
Mexico,ocosingo,Mundo Novo,Washed / Wet,Green,2012,1200,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17
Mexico,NA,Other,Washed / Wet,NA,2012,1100,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17
Mexico,huautla de jimenez,Typica,Washed / Wet,Bluish-Green,2012,1280,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17
Mexico,menglian,Typica,Washed / Wet,Green,2012,850,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75
Mexico,zaragoza itundujia,Typica,Washed / Wet,None,2012,1500,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1250,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83
Guatemala,oriente,Bourbon,Washed / Wet,NA,2012,NA,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75
Guatemala,oriente,Bourbon,Washed / Wet,NA,2012,NA,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75
Mexico,chiapas,Typica,Washed / Wet,Green,2013,1700,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Blue-Green,2014,NA,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42
Guatemala,oriente,Bourbon,Washed / Wet,Green,2013,1310.64,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33
Mexico,"chocaman, veracruz",Typica,Washed / Wet,Green,2012,1140,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33
Mexico,xalapa,Typica,Washed / Wet,None,2012,1200,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74
Mexico,coatepec,Typica,Washed / Wet,Green,2012,1250,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,NA,2012,NA,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67
Brazil,campos altos - cerrado,NA,NA,Green,2016,NA,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5
Honduras,intibuca,Pacas,Washed / Wet,Green,2014,1350,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42
Mexico,sierra alta mixe y zapoteca,Typica,Washed / Wet,NA,2014,1200,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92
Colombia,NA,NA,Natural / Dry,Bluish-Green,2013,NA,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83
United States (Hawaii),kona,Hawaiian Kona,Natural / Dry,Green,2014,NA,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58
Costa Rica,occidental,Caturra,Washed / Wet,Green,2014,1200,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75
Mexico,tlatlauquitepec,Mundo Novo,Washed / Wet,Green,2012,800,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08
Mexico,veracruz,Bourbon,Washed / Wet,Green,2012,1800,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71
Mexico,"sierra norte yajalon, chiapas",Typica,Washed / Wet,Green,2014,1000,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75
Brazil,cerrado,NA,Natural / Dry,Green,2017 / 2018,NA,7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67
Honduras,marcala,Catuai,Washed / Wet,Green,2014,1450,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33
Honduras,marcala,Catuai,Washed / Wet,Green,2014,1450,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17
Honduras,marcala,Catuai,Washed / Wet,Green,2014,1450,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17
Mexico,juchique de ferrer,Bourbon,Washed / Wet,None,2012,900,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33
Guatemala,nuevo oriente,Catuai,Washed / Wet,Green,2012,1417.32,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83
